Име,Училище,Град,Област,Резултат_Олимпиада,Резултат_ПМС,Резултат_МатВс,Резултат_Кенг,GS,GS_rank,GI_rank,GI,badm,SGI,AGI,aperc_olymp,aperc_pms,aperc_matvs,aperc_keng,trans_keng,trans_olymp,trans_pms,comp_count,BL_mg,BL,BR_mg,BR,DB_mg,DB,GB_mg,GB,HS_mg,HS,KR,KS_mg,KS,LV_mg,LV,MN_mg,MN,PL_mg,PL,PK_mg,PK,PV_mg,PV,PZ_mg,PZ,RS_mg,RS,RZ_mg,RZ,SF_smg,SF_npmg,SF,SH_mg,SH,SL_mg,SL,SM_mg,SM,SO_mg,SO,SS_mg,SS,SZ_mg,SZ,TR,VC_mg,VC,VD_mg,VD,VR_mg,VR,VT,YM_mg,YM,top1adm,top4adm,top4,top1
901293,,,Ямбол,10.0,7.5,12.5,,0.4519407763105242,1892.0,1739.0,0.44722649059623854,1,0.22248967245223547,0.4595487140109826,0.47619047619047616,0.15306122448979592,0.29411764705882354,,,0.0047619047619047615,0.19736842105263158,3,6088.235294117647,0,42.77777777777778,0,452.3809523809524,0,261.9047619047619,0,7703.0812324929975,0,0,302.5,0,55.55555555555556,0,75.0,0,55.0,0,130.0,0,446.8864468864469,0,75.39682539682539,0,270.0,0,75.39682539682539,0,356.79999999999995,647.8354978354978,0,75.39682539682539,0,226.1904761904762,0,75.39682539682539,0,75.0,0,75.39682539682539,0,62.61904761904762,0,0,75.39682539682539,0,452.3809523809524,0,1019.6687370600414,0,0,75.39682539682539,1,1,1,0,0
901700,,,Ямбол,13.0,7.75,12.0,,0.44670668267306923,1921.0,1769.0,0.4405781112444978,1,0.21918218558504443,0.45803127351514517,0.6190476190476191,0.15816326530612246,0.2823529411764706,,,0.006190476190476191,0.20394736842105263,3,6864.7058823529405,0,42.16666666666667,0,531.4285714285714,0,283.8095238095238,0,9014.005602240897,0,0,355.0,0,61.904761904761905,0,89.0,0,63.0,0,152.0,0,493.7728937728938,0,88.57142857142857,0,317.0,0,88.57142857142857,0,357.77922077922074,708.8744588744589,0,88.57142857142857,0,265.7142857142857,0,88.57142857142857,0,89.0,0,88.57142857142857,0,77.4047619047619,0,0,88.57142857142857,0,531.4285714285714,0,1140.7867494824018,0,0,88.57142857142857,1,1,1,0,0
901210,,,Ямбол,3.5,12.25,8.0,,0.4399019607843137,1954.0,1787.0,0.4382519607843137,1,0.21802495437257535,0.45750153200497,0.16666666666666666,0.25,0.18823529411764706,,,0.0016666666666666666,0.3223684210526316,3,4536.172080772608,0,42.27777777777778,0,253.66666666666669,0,253.66666666666669,0,4382.35294117647,0,0,170.0,0,35.55555555555556,0,42.0,0,40.5,0,68.75,0,270.6243032329989,0,42.27777777777778,0,149.75,0,42.27777777777778,0,271.8987012987013,474.2982823627985,0,42.27777777777778,0,126.83333333333334,0,42.27777777777778,0,33.5,0,42.27777777777778,0,41.16666666666667,0,0,42.27777777777778,0,253.66666666666669,0,660.5920444033302,0,0,42.27777777777778,1,1,1,0,0
800008,,,Ямбол,,,,65.0,0.42250000000000004,2055.5,1879.5,0.42250000000000004,0,0.21018854783344115,0.4539303748028879,,,,0.65,0.42250000000000004,,,1,1645.5696202531647,0,0.0,0,195.0,0,0.0,0,6500.0,0,0,260.0,0,65.0,0,65.0,0,65.0,0,65.0,0,0.0,0,65.0,0,0.0,0,65.0,0,150.0,150.0,0,65.0,0,130.0,0,65.0,0,65.0,0,65.0,0,65.0,0,0,65.0,0,195.0,0,0.0,0,0,0.0,0,0,0,0,0
800007,,,Ямбол,,,,65.0,0.42250000000000004,2055.5,1879.5,0.42250000000000004,0,0.21018854783344115,0.4539303748028879,,,,0.65,0.42250000000000004,,,1,1645.5696202531647,0,0.0,0,195.0,0,0.0,0,6500.0,0,0,260.0,0,65.0,0,65.0,0,65.0,0,65.0,0,0.0,0,65.0,0,0.0,0,65.0,0,150.0,150.0,0,65.0,0,130.0,0,65.0,0,65.0,0,65.0,0,65.0,0,0,65.0,0,195.0,0,0.0,0,0,0.0,0,0,0,0,0
901260,,,Ямбол,9.5,12.0,7.5,,0.4258923569427771,2025.0,1890.0,0.42141378551420566,1,0.20964816950112217,0.45368514692784545,0.4523809523809524,0.24489795918367346,0.17647058823529413,,,0.004523809523809524,0.3157894736842105,3,5357.462686567164,0,40.66666666666667,0,415.42857142857144,0,244.0,0,6972.789115646259,0,0,276.5,0,45.23809523809524,0,71.5,0,52.5,0,112.0,0,334.79853479853483,0,69.23809523809524,0,245.5,0,69.23809523809524,0,281.0493506493507,532.034632034632,0,69.23809523809524,0,207.71428571428572,0,69.23809523809524,0,62.5,0,69.23809523809524,0,69.23809523809524,0,0,69.23809523809524,0,415.42857142857144,0,778.4679089026915,0,0,69.23809523809524,1,1,1,0,0
901011,,,Ямбол,10.0,7.75,11.0,,0.421748699479792,2066.0,1913.0,0.41703441376550626,1,0.2074694859785614,0.45269778653726556,0.47619047619047616,0.15816326530612246,0.25882352941176473,,,0.0047619047619047615,0.20394736842105263,3,5717.64705882353,0,39.94444444444444,0,432.3809523809524,0,241.90476190476193,0,7350.14005602241,0,0,289.0,0,48.88888888888889,0,72.0,0,52.0,0,124.0,0,416.1172161172161,0,72.06349206349206,0,258.0,0,72.06349206349206,0,333.6233766233766,616.6666666666666,0,72.06349206349206,0,216.1904761904762,0,72.06349206349206,0,72.0,0,72.06349206349206,0,63.11904761904762,0,0,72.06349206349206,0,432.3809523809524,0,954.4513457556936,0,0,72.06349206349206,1,1,1,0,0
901920,,,Ямбол,8.0,12.0,7.0,,0.4134133653461385,2110.0,1960.0,0.4096419367747099,1,0.20379181969788066,0.45103597282354235,0.38095238095238093,0.24489795918367346,0.16470588235294117,,,0.0038095238095238095,0.3157894736842105,3,4907.462686567164,0,39.55555555555556,0,372.57142857142856,0,237.33333333333334,0,6258.503401360545,0,0,248.0,0,38.095238095238095,0,64.0,0,48.0,0,100.0,0,295.97069597069594,0,62.095238095238095,0,220.0,0,62.095238095238095,0,268.97142857142853,495.31490015360976,0,62.095238095238095,0,186.28571428571428,0,62.095238095238095,0,54.0,0,62.095238095238095,0,62.095238095238095,0,0,62.095238095238095,0,372.57142857142856,0,687.3353596757852,0,0,62.095238095238095,1,1,1,0,0
800009,,,Ямбол,,,,64.0,0.4096,2131.5,1969.5,0.4096,0,0.20377095666882244,0.4510265629450947,,,,0.64,0.4096,,,1,1620.253164556962,0,0.0,0,192.0,0,0.0,0,6400.0,0,0,256.0,0,64.0,0,64.0,0,64.0,0,64.0,0,0.0,0,64.0,0,0.0,0,64.0,0,150.0,150.0,0,64.0,0,128.0,0,64.0,0,64.0,0,64.0,0,64.0,0,0,64.0,0,192.0,0,0.0,0,0,0.0,0,0,0,0,0
901970,,,Ямбол,8.5,11.75,7.0,,0.40854941976790715,2146.0,1997.0,0.4045422769107643,1,0.201254801706763,0.4498931367566639,0.40476190476190477,0.23979591836734693,0.16470588235294117,,,0.004047619047619048,0.3092105263157895,3,5005.2238805970155,0,39.05555555555556,0,383.85714285714283,0,234.33333333333334,0,6445.578231292517,0,0,255.5,0,40.476190476190474,0,66.0,0,49.0,0,103.25,0,305.49450549450546,0,63.976190476190474,0,226.75,0,63.976190476190474,0,270.2,503.99385560675887,0,63.976190476190474,0,191.92857142857142,0,63.976190476190474,0,56.5,0,63.976190476190474,0,63.976190476190474,0,0,63.976190476190474,0,383.85714285714283,0,709.1097308488613,0,0,63.976190476190474,1,1,1,0,0
800010,,,Ямбол,,,,63.0,0.39690000000000003,2213.0,2046.0,0.39690000000000003,0,0.19745286304163973,0.4481859180716687,,,,0.63,0.39690000000000003,,,1,1594.9367088607596,0,0.0,0,189.0,0,0.0,0,6300.0,0,0,252.0,0,63.0,0,63.0,0,63.0,0,63.0,0,0.0,0,63.0,0,0.0,0,63.0,0,150.0,150.0,0,63.0,0,126.0,0,63.0,0,63.0,0,63.0,0,63.0,0,0,63.0,0,189.0,0,0.0,0,0,0.0,0,0,0,0,0
901294,,,Ямбол,11.5,13.25,5.0,,0.393531412565026,2242.0,2096.0,0.3881099839935975,1,0.1930799383083416,0.44623031375698646,0.5476190476190477,0.27040816326530615,0.11764705882352941,,,0.0054761904761904765,0.34868421052631576,3,6218.6567164179105,0,37.611111111111114,0,487.57142857142856,0,268.5238095238095,0,8180.272108843537,0,0,324.5,0,54.76190476190476,0,84.0,0,61.0,0,131.75,0,334.26501035196685,0,81.26190476190476,0,288.25,0,81.26190476190476,0,248.8025974025974,594.7772657450078,0,81.26190476190476,0,243.78571428571428,0,81.26190476190476,0,67.5,0,81.26190476190476,0,81.26190476190476,0,0,81.26190476190476,0,487.57142857142856,0,885.9169199594731,0,0,81.26190476190476,1,1,1,0,0
800011,,,Ямбол,,,,62.0,0.3844,2292.0,2119.0,0.3844,0,0.19123426695189294,0.44540747882352244,,,,0.62,0.3844,,,1,1569.6202531645572,0,0.0,0,186.0,0,0.0,0,6200.0,0,0,248.0,0,62.0,0,62.0,0,62.0,0,62.0,0,0.0,0,62.0,0,0.0,0,62.0,0,150.0,150.0,0,62.0,0,124.0,0,62.0,0,62.0,0,62.0,0,62.0,0,0,62.0,0,186.0,0,0.0,0,0,0.0,0,0,0,0,0
800012,,,Ямбол,,,,61.0,0.3721,2365.0,2202.0,0.3721,0,0.18511516839958211,0.44269030835991907,,,,0.61,0.3721,,,1,1544.3037974683546,0,0.0,0,183.0,0,0.0,0,6100.0,0,0,244.0,0,61.0,0,61.0,0,61.0,0,61.0,0,0.0,0,61.0,0,0.0,0,61.0,0,150.0,150.0,0,61.0,0,122.0,0,61.0,0,61.0,0,61.0,0,61.0,0,0,61.0,0,183.0,0,0.0,0,0,0.0,0,0,0,0,0
901009,,,Ямбол,6.0,11.5,5.5,,0.3669627851140457,2395.0,2256.0,0.3641342136854742,1,0.18115228778940062,0.4409394510312335,0.2857142857142857,0.23469387755102042,0.12941176470588237,,,0.002857142857142857,0.3026315789473684,3,4202.985074626866,0,35.22222222222222,0,309.42857142857144,0,211.33333333333334,0,5204.08163265306,0,0,206.0,0,28.57142857142857,0,53.0,0,41.0,0,82.5,0,227.1062271062271,0,51.57142857142857,0,182.5,0,51.57142857142857,0,239.4805194805195,441.2442396313364,0,51.57142857142857,0,154.71428571428572,0,51.57142857142857,0,41.0,0,51.57142857142857,0,51.57142857142857,0,0,51.57142857142857,0,309.42857142857144,0,579.3313069908814,0,0,51.57142857142857,1,1,1,0,0
800013,,,Ямбол,,,,60.0,0.36,2448.5,2295.5,0.36,0,0.17909556738470722,0.4400334938347465,,,,0.6,0.36,,,1,1518.987341772152,0,0.0,0,180.0,0,0.0,0,6000.0,0,0,240.0,0,60.0,0,60.0,0,60.0,0,60.0,0,0.0,0,60.0,0,0.0,0,60.0,0,150.0,150.0,0,60.0,0,120.0,0,60.0,0,60.0,0,60.0,0,60.0,0,0,60.0,0,180.0,0,0.0,0,0,0.0,0,0,0,0,0
800014,,,Ямбол,,,,60.0,0.36,2448.5,2295.5,0.36,0,0.17909556738470722,0.4400334938347465,,,,0.6,0.36,,,1,1518.987341772152,0,0.0,0,180.0,0,0.0,0,6000.0,0,0,240.0,0,60.0,0,60.0,0,60.0,0,60.0,0,0.0,0,60.0,0,0.0,0,60.0,0,150.0,150.0,0,60.0,0,120.0,0,60.0,0,60.0,0,60.0,0,60.0,0,0,60.0,0,180.0,0,0.0,0,0,0.0,0,0,0,0,0
901012,,,Ямбол,6.0,6.75,8.5,,0.34061224489795916,2588.0,2461.0,0.33778367346938776,1,0.168043218481363,0.43519686740762736,0.2857142857142857,0.1377551020408163,0.2,,,0.002857142857142857,0.17763157894736842,3,3899.999999999999,0,32.388888888888886,0,284.76190476190476,0,194.33333333333334,0,4857.142857142857,0,0,190.5,0,37.77777777777778,0,47.0,0,35.0,0,82.0,0,288.64468864468864,0,47.460317460317455,0,170.0,0,47.460317460317455,0,282.4337662337662,469.48051948051943,0,47.460317460317455,0,142.38095238095238,0,47.460317460317455,0,47.0,0,47.460317460317455,0,42.07142857142857,0,0,47.460317460317455,0,284.76190476190476,0,655.27950310559,0,0,47.460317460317455,1,1,1,0,0
